FrameId	Locus	GeneSymbol	ProductName	GenbankAccession.version	Entrez	UniprotAccession	UniprotName
G18UU-19945-MONOMER	PP_2549	PP_2549	conserved protein of unknown function	AAN68158.1	24984116	Q88JU8	Q88JU8_PSEPK
G18UU-19943-MONOMER	PP_2547	PP_2547	Transcriptional regulator, LysR family	AAN68156.1	24984114	Q88JV0	Q88JV0_PSEPK
G18UU-19942-MONOMER	PP_2546	PP_2546	conserved membrane protein of unknown function	AAN68155.1	24984113	Q88JV1	Q88JV1_PSEPK
G18UU-19941-MONOMER	PP_2545	tam	trans-aconitate methyltransferase	AAN68154.1	24984112	Q88JV2	Q88JV2_PSEPK
G18UU-19940-MONOMER	PP_2544	PP_2544	conserved exported protein of unknown function	AAN68153.1	24984111	Q88JV3	Q88JV3_PSEPK
G18UU-19938-MONOMER	PP_2542	PP_2542	Transcriptional regulator, GntR family	AAN68151.1	24984108	Q88JV5	Q88JV5_PSEPK
G18UU-19937-MONOMER	PP_5536	PP_5536	conserved protein of unknown function with RHS repeat-associated core domain	AMM02873.1	1001555764	A0A140FW90	A0A140FW90_PSEPK
G18UU-19936-MONOMER	PP_2541	PP_2541	Transcriptional factor-related protein	AAN68150.1	24984107	Q88JV6	Q88JV6_PSEPK
G18UU-19935-MONOMER	PP_2540	PP_2540	Oxidoreductase, short-chain dehydrogenase/reductase family	AAN68149.1	24984106	Q88JV7	Q88JV7_PSEPK
G18UU-19934-MONOMER	PP_2539	PP_2539	Transcriptional regulator, LysR family	AAN68148.1	24984105	Q88JV8	Q88JV8_PSEPK
G18UU-19933-MONOMER	PP_2538	PP_2538	conserved exported protein of unknown function	AAN68147.1	24984104	Q88JV9	Q88JV9_PSEPK
G18UU-19932-MONOMER	PP_2537	PP_2537	conserved protein of unknown function	AAN68146.1	24984103	Q88JW0	Q88JW0_PSEPK
G18UU-19931-MONOMER	PP_2536	PP_2536	Glutathione S-transferase family protein	AAN68145.1	24984102	Q88JW1	Q88JW1_PSEPK
G18UU-19930-MONOMER	PP_2535	PP_2535	putative inner membrane transport protein	AAN68144.1	24984101	Q88JW2	Q88JW2_PSEPK
G18UU-19929-MONOMER	PP_2534	PP_2534	Transcriptional regulator, LysR family	AAN68143.1	24984100	Q88JW3	Q88JW3_PSEPK
G18UU-19928-MONOMER	PP_2533	PP_2533	D-isomer specific 2-hydroxyacid dehydrogenase family protein	AAN68142.1	24984099	Q88JW4	Q88JW4_PSEPK
G18UU-19927-MONOMER	PP_2532	PP_2532	conserved protein of unknown function	AAN68141.2	1001555763	Q88JW5	Q88JW5_PSEPK
G18UU-19926-MONOMER	PP_2531	PP_2531	putative 5-nucleotidase	AAN68140.1	24984096	Q88JW6	Q88JW6_PSEPK
G18UU-19925-MONOMER	PP_2530	PP_2530	conserved protein of unknown function	AAN68139.1	24984095	Q88JW7	Q88JW7_PSEPK
G18UU-19924-MONOMER	PP_2528	PP_2528	O-acetylhomoserine (thiol)-lyase	AAN68137.1	24984093	Q88JW9	Q88JW9_PSEPK
G18UU-19923-MONOMER	PP_2527	PP_2527	conserved membrane protein of unknown function	AAN68136.2	1001555762	Q88JX0	Q88JX0_PSEPK
G18UU-19922-MONOMER	PP_2526	cigR	conserved membrane protein of unknown function	AAN68135.1	24984091	Q88JX1	Q88JX1_PSEPK
G18UU-19921-MONOMER	PP_2525	PP_2525	conserved protein of unknown function	AAN68134.1	24984090	Q88JX2	Q88JX2_PSEPK
G18UU-19920-MONOMER	PP_2524	PP_2524	HD domain protein	AAN68133.1	24984089	Q88JX3	Q88JX3_PSEPK
G18UU-19919-MONOMER	PP_2522	PP_2522	transposase	AAN68132.1	24984088	Q877V8	Q877V8_PSEPK
G18UU-19917-MONOMER	PP_2520	PP_2520	conserved protein of unknown function	AAN68131.1	24984087	Q88JX4	Q88JX4_PSEPK
G18UU-19915-MONOMER	PP_2518	glllA	gallate dioxygenase	AAN68130.2	1001555761	Q88JX5	GALA_PSEPK
G18UU-19914-MONOMER	PP_2517	gllP	porin-like protein	AAN68129.1	24984084	Q88JX6	GALP_PSEPK
G18UU-19913-MONOMER	PP_2516	gllR	HTH-type transcriptional regulator GalR	AAN68128.1	24984083	Q88JX7	GALR_PSEPK
G18UU-19912-MONOMER	PP_2515	gllB	4-oxalmesaconate hydratase	AAN68127.1	24984082	Q88JX8	GALB_PSEPK
G18UU-19911-MONOMER	PP_2514	gllC	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase	AAN68126.1	24984081	Q88JX9	GALC_PSEPK
G18UU-19910-MONOMER	PP_2513	gllD	4-oxalomesaconate tautomerase	AAN68125.1	24984080	Q88JY0	GALD_PSEPK
G18UU-19909-MONOMER	PP_5535	PP_5535	conserved membrane protein of unknown function	AMM02872.1	1001555760	A0A140FW89	A0A140FW89_PSEPK
G18UU-19908-MONOMER	PP_2512	folEA-II	GTP cyclohydrolase 1	AAN68124.1	24984079	Q88JY1	GCH12_PSEPK
G18UU-19907-MONOMER	PP_2511	PP_2511	conserved protein of unknown function	AAN68123.1	24984078	Q88JY2	Q88JY2_PSEPK
G18UU-19906-MONOMER	PP_2510	PP_2510	conserved protein of unknown function	AAN68122.1	24984077	Q88JY3	Q88JY3_PSEPK
G18UU-19904-MONOMER	PP_2509	PP_2509	conserved protein of unknown function	AAN68121.1	24984076		
G18UU-19903-MONOMER	PP_5534	PP_5534	protein of unknown function	AMM02871.1	1001555759	A0A140FW88	A0A140FW88_PSEPK
G18UU-19902-MONOMER	PP_2508	PP_2508	conserved protein of unknown function	AAN68120.2	1001555758	Q88JY5	Q88JY5_PSEPK
G18UU-19900-MONOMER	PP_5533	PP_5533	conserved protein of unknown function	AMM02870.1	1001555757	A0A140FW87	A0A140FW87_PSEPK
G18UU-19899-MONOMER	PP_5532	PP_5532	conserved protein of unknown function	AMM02869.1	1001555756	A0A140FW86	A0A140FW86_PSEPK
G18UU-19898-MONOMER	PP_2507	PP_2507	Oxidoreductase, short-chain dehydrogenase/reductase family	AAN68119.1	24984073	Q88JY6	Q88JY6_PSEPK
G18UU-19897-MONOMER	PP_2506	PP_2506	conserved membrane protein of unknown function	AAN68118.1	24984072	Q88JY7	Q88JY7_PSEPK
G18UU-19896-MONOMER	PP_2505	PP_2505	GAF domain/GGDEF domain protein	AAN68117.1	24984071	Q88JY8	Q88JY8_PSEPK
G18UU-19895-MONOMER	PP_5531	PP_5531	conserved protein of unknown function	AMM02868.1	1001555755	A0A140FW85	A0A140FW85_PSEPK
G18UU-19894-MONOMER	PP_5530	PP_5530	protein of unknown function	AMM02867.1	1001555754	A0A140FW84	A0A140FW84_PSEPK
G18UU-19893-MONOMER	PP_2504	PP_2504	putative tautomerase K2	AAN68116.1	24984070	Q88JY9	Q88JY9_PSEPK
G18UU-19892-MONOMER	PP_2503	PP_2503	putative 3-oxoacyl-(Acyl-carrier-protein) reductase	AAN68115.1	24984069	Q88JZ0	Q88JZ0_PSEPK
G18UU-19891-MONOMER	PP_2502	PP_2502	Transcriptional regulator, LysR family	AAN68114.1	24984068	Q88JZ1	Q88JZ1_PSEPK
G18UU-19890-MONOMER	PP_2501	PP_2501	putative phage integrase	AAN68113.1	24984067	Q88JZ2	Q88JZ2_PSEPK
G18UU-19889-MONOMER	PP_2500	PP_2500	conserved protein of unknown function	AAN68112.1	24984066	Q88JZ3	Q88JZ3_PSEPK
G18UU-19888-MONOMER	PP_2499	PP_2499	conserved protein of unknown function	AAN68111.1	24984065	Q88JZ4	Q88JZ4_PSEPK
G18UU-19887-MONOMER	PP_2498	PP_2498	conserved protein of unknown function	AAN68110.1	24984064	Q88JZ5	Q88JZ5_PSEPK
G18UU-19886-MONOMER	PP_2497	PP_2497	conserved protein of unknown function	AAN68109.1	24984062	Q88JZ6	Q88JZ6_PSEPK
G18UU-19885-MONOMER	PP_2496	PP_2496	conserved protein of unknown function	AAN68108.1	24984061	Q88JZ7	Q88JZ7_PSEPK
G18UU-19884-MONOMER	PP_2495	PP_2495	conserved protein of unknown function	AAN68107.1	24984060	Q88JZ8	Q88JZ8_PSEPK
G18UU-19883-MONOMER	PP_2494	PP_2494	conserved protein of unknown function	AAN68106.1	24984059	Q88JZ9	Q88JZ9_PSEPK
G18UU-19882-MONOMER	PP_2493	PP_2493	RadC family protein	AAN68105.1	24984058	Q88K00	Q88K00_PSEPK
G18UU-19881-MONOMER	PP_2492	yqhD	alcohol dehydrogenase, NAD(P)-dependent	AAN68104.1	24984057	Q88K01	Q88K01_PSEPK
G18UU-19880-MONOMER	PP_2491	PP_2491	ThiJ/PfpI family protein	AAN68103.1	24984056	Q88K02	Q88K02_PSEPK
G18UU-19879-MONOMER	PP_5529	PP_5529	putative epimerase	AMM02866.1	1001555753	A0A140FW83	A0A140FW83_PSEPK
G18UU-19878-MONOMER	PP_2490	ecd	Flavoprotein	AAN68102.1	24984055	Q88K03	Q88K03_PSEPK
G18UU-19877-MONOMER	PP_2489	PP_2489	putative Xenobiotic reductase	AAN68101.1	24984054	Q88K04	Q88K04_PSEPK
G18UU-19876-MONOMER	PP_2488	sad-I	NAD+-dependent succinate semialdehyde dehydrogenase	AAN68100.1	24984053	Q88K05	Q88K05_PSEPK
G18UU-19875-MONOMER	PP_2487	aldA	putative aldehyde dehydrogenase	AAN68099.1	24984051	Q88K06	Q88K06_PSEPK
G18UU-19874-MONOMER	PP_2486	PP_2486	NADH-dependent flavin oxidoreductase, Oye family	AAN68098.1	24984050	Q88K07	Q88K07_PSEPK
G18UU-19873-MONOMER	PP_2485	PP_2485	conserved protein of unknown function	AAN68097.1	24984049	Q88K08	Q88K08_PSEPK
G18UU-19872-MONOMER	PP_2484	PP_2484	Transcriptional regulator, ArsR family	AAN68096.1	24984048	Q88K09	Q88K09_PSEPK
G18UU-19871-MONOMER	PP_2483	PP_2483	conserved protein of unknown function	AAN68095.1	24984047	Q88K10	Q88K10_PSEPK
G18UU-19870-MONOMER	PP_2482	PP_2482	putative Molybdenum cofactor biosynthesis protein A	AAN68094.1	24984046	Q88K11	Q88K11_PSEPK
G18UU-19869-MONOMER	PP_2481	PP_2481	conserved protein of unknown function	AAN68093.1	24984045	Q88K12	Q88K12_PSEPK
G18UU-19868-MONOMER	PP_2480	PP_2480	putative Xanthine dehydrogenase accessory factor	AAN68092.1	24984044	Q88K13	Q88K13_PSEPK
G18UU-19867-MONOMER	PP_2479	PP_2479	Cytochrome c family protein	AAN68091.1	24984043	Q88K14	Q88K14_PSEPK
G18UU-19866-MONOMER	PP_2478	PP_2478	putative Isoquinoline 1-oxidoreductase, beta subunit	AAN68090.1	24984042	Q88K15	Q88K15_PSEPK
G18UU-19865-MONOMER	PP_2477	iorA-I	isoquinoline 1-oxidoreductase subunit alpha	AAN68089.1	24984041	Q88K16	Q88K16_PSEPK
G18UU-19864-MONOMER	PP_5528	PP_5528	conserved protein of unknown function	AMM02865.1	1001555752	A0A140FW82	A0A140FW82_PSEPK
G18UU-19863-MONOMER	PP_2476	curA	NADPH-dependent curcumin/dihydrocurcumin reductase	AAN68088.1	24984039	Q88K17	Q88K17_PSEPK
G18UU-19862-MONOMER	PP_2475	PP_2475	Transcriptional regulator, TetR family	AAN68087.1	24984038	Q88K18	Q88K18_PSEPK
G18UU-19861-MONOMER	PP_2474	PP_2474	Glutathione S-transferase family protein	AAN68086.1	24984037	Q88K19	Q88K19_PSEPK
G18UU-19860-MONOMER	PP_2473	PP_2473	conserved protein of unknown function	AAN68085.2	1001555751	Q88K20	Q88K20_PSEPK
G18UU-19859-MONOMER	PP_5527	PP_5527	phage transcriptional regulator	AMM02864.1	1001555750	A0A140FW81	A0A140FW81_PSEPK
G18UU-19858-MONOMER	PP_5526	PP_5526	conserved protein of unknown function	AMM02863.1	1001555749	A0A140FW80	A0A140FW80_PSEPK
G18UU-19856-MONOMER	PP_2472	PP_2472	putative transcriptional regulator, MerR family	AAN68084.1	24984035	Q88K21	Q88K21_PSEPK
G18UU-19855-MONOMER	PP_2471	ihfA	Integration host factor subunit alpha	AAN68083.1	24984034	P0A126	IHFA_PSEPK
G18UU-19854-MONOMER	PP_2470	pheT	Phenylalanine--tRNA ligase beta subunit	AAN68082.1	24984033	Q88K22	SYFB_PSEPK
G18UU-19853-MONOMER	PP_2469	pheS	Phenylalanine--tRNA ligase alpha subunit	AAN68081.1	24984032	Q88K23	SYFA_PSEPK
G18UU-19852-MONOMER	PP_2468	rplT	50S ribosomal protein L20	AAN68080.1	24984030	Q88K24	RL20_PSEPK
G18UU-19851-MONOMER	PP_2467	rpmI	50S ribosomal subunit protein L35	AAN68079.1	24984029	Q88K25	RL35_PSEPK
G18UU-19850-MONOMER	PP_2466	infC	Translation initiation factor IF-3	AAN68078.1	24984028	Q88K26	IF3_PSEPK
G18UU-19849-MONOMER	PP_2465	thrS	Threonine--tRNA ligase	AAN68077.1	24984027	Q88K27	SYT_PSEPK
G18UU-19848-MONOMER	PP_5525	PP_5525	conserved exported protein of unknown function	AMM02862.1	1001555748	A0A140FW79	A0A140FW79_PSEPK
G18UU-19847-MONOMER	PP_2463	cspA-II	nucleic acid cold-shock chaperone	AAN68075.1	24984025	Q88K29	Q88K29_PSEPK
G18UU-19845-MONOMER	PP_2462	PP_2462	conserved protein of unknown function	AAN68074.1	24984024	Q88K30	Q88K30_PSEPK
G18UU-19844-MONOMER	PP_2461	PP_2461	conserved protein of unknown function	AAN68073.1	24984023	Q88K31	Q88K31_PSEPK
G18UU-19843-MONOMER	PP_2460	Nuh	ribonucleoside hydrolase	AAN68072.1	24984022	Q88K32	Q88K32_PSEPK
G18UU-19842-MONOMER	PP_2459	rbsD	ribose pyranase	AAN68071.1	24984021	Q88K33	RBSD_PSEPK
G18UU-19841-MONOMER	PP_2458	rbsK	ribokinase	AAN68070.1	24984020	Q88K34	Q88K34_PSEPK
G18UU-19840-MONOMER	PP_2457	rbsR	DNA-binding transcriptional repressor	AAN68069.1	24984019	Q88K35	Q88K35_PSEPK
G18UU-19839-MONOMER	PP_2456	rbsC	D-ribose ABC transporter - permease subunit	AAN68068.1	24984018	Q88K36	Q88K36_PSEPK
G18UU-19838-MONOMER	PP_2455	rbsA-I	ribose ABC transporter - ATP-binding subunit	AAN68067.1	24984017	Q88K37	Q88K37_PSEPK
G18UU-19836-MONOMER	PP_2453	ansB	Glutaminase-asparaginase	AAN68065.1	24984014	Q88K39	ASPQ_PSEPK
G18UU-19835-MONOMER	PP_2452	PP_2452	conserved protein of unknown function	AAN68064.1	24984013	Q88K40	Q88K40_PSEPK
G18UU-19834-MONOMER	PP_2451	endX	extracellular DNA endonuclease	AAN68063.1	24984012	Q88K41	Q88K41_PSEPK
G18UU-19833-MONOMER	PP_2450	PP_2450	conserved protein of unknown function	AAN68062.1	24984011	Q88K42	Q88K42_PSEPK
G18UU-19832-MONOMER	PP_2449	PP_2449	conserved protein of unknown function	AAN68061.2	1001555747	Q88K43	Q88K43_PSEPK
G18UU-19829-MONOMER	PP_2448	puuB	gamma-glutamylputrescine oxidase	AAN68060.1	24984009	Q88K44	Q88K44_PSEPK
G18UU-19828-MONOMER	PP_2447	PP_2447	conserved exported protein of unknown function	AAN68059.1	24984008	Q88K45	Q88K45_PSEPK
G18UU-19827-MONOMER	PP_2446	PP_2446	conserved exported protein of unknown function	AAN68058.1	24984007	Q88K46	Q88K46_PSEPK
G18UU-19826-MONOMER	PP_2445	PP_2445	conserved membrane protein of unknown function	AAN68057.1	24984006	Q88K47	Q88K47_PSEPK
G18UU-19825-MONOMER	PP_5524	PP_5524	conserved protein of unknown function	AMM02861.1	1001555746	A0A140FW78	A0A140FW78_PSEPK
G18UU-19824-MONOMER	PP_2444	PP_2444	Transcriptional regulator, LysR family	AAN68056.1	24984005	Q88K48	Q88K48_PSEPK
G18UU-19822-MONOMER	PP_2442	PP_2442	conserved protein of unknown function, DUF480 family	AAN68054.1	24984002	Q88K50	Y2442_PSEPK
G18UU-19821-MONOMER	PP_2441	PP_2441	conserved protein of unknown function	AAN68053.2	1001555745	Q88K51	Q88K51_PSEPK
G18UU-19820-MONOMER	PP_2440	ahpF	Alkyl hydroperoxide reductase subunit F	AAN68052.1	24984000	P0A155	AHPF_PSEPK
G18UU-19819-MONOMER	PP_2439	ahpC	peroxiredoxin, alkylhydroperoxide reductase - small subunit	AAN68051.1	24983999	Q88K52	Q88K52_PSEPK
G18UU-19818-MONOMER	PP_2438	alx	putative alcaline-induced transporter	AAN68050.1	24983998	Q88K53	Q88K53_PSEPK
G18UU-19817-MONOMER	PP_5523	PP_5523	conserved protein of unknown function	AMM02860.1	1001555744	A0A140FW77	A0A140FW77_PSEPK
G18UU-19816-MONOMER	PP_5522	PP_5522	protein of unknown function	AMM02859.1	1001555743	A0A140FW76	A0A140FW76_PSEPK
G18UU-19815-MONOMER	PP_2437	PP_2437	putative Acyl-CoA dehydrogenase	AAN68049.1	24983997	Q88K54	Q88K54_PSEPK
G18UU-19814-MONOMER	PP_2436	PP_2436	Transcriptional regulator, LysR family	AAN68048.1	24983996	Q88K55	Q88K55_PSEPK
G18UU-19813-MONOMER	PP_2435	iscS-II	cysteine desulfurase	AAN68047.1	24983995	Q88K56	Q88K56_PSEPK
G18UU-19812-MONOMER	PP_2434	PP_2434	conserved protein of unknown function	AAN68046.1	24983994	Q88K57	Q88K57_PSEPK
G18UU-19811-MONOMER	PP_2433	PP_2433	conserved protein of unknown function	AAN68045.1	24983993	Q88K58	Q88K58_PSEPK
G18UU-19810-MONOMER	PP_2432	nfnB	6,7-dihydropteridine reductase	AAN68044.1	24983992	Q88K59	Q88K59_PSEPK
G18UU-19809-MONOMER	PP_2431	PP_2431	Transcriptional regulator, LysR family	AAN68043.1	24983990	Q88K60	Q88K60_PSEPK
G18UU-19808-MONOMER	PP_2430	PP_2430	Transcriptional regulator, AraC family	AAN68042.1	24983989	Q88K61	Q88K61_PSEPK
G18UU-19807-MONOMER	PP_2429	PP_2429	putative Membrane protein	AAN68041.1	24983988	Q88K62	Q88K62_PSEPK
G18UU-19805-MONOMER	PP_5521	PP_5521	protein of unknown function	AMM02858.1	1001555742	A0A140FW75	A0A140FW75_PSEPK
G18UU-19804-MONOMER	PP_2426	calA	coniferyl alcohol dehydrogenase	AAN68038.1	24983985	Q88K65	Q88K65_PSEPK
G18UU-19803-MONOMER	PP_2425	PP_2425	putative transcriptional regulator, AraC family	AAN68037.1	24983984	Q88K66	Q88K66_PSEPK
G18UU-19802-MONOMER	PP_2424	PP_2424	putative 2'-5' RNA ligase	AAN68036.1	24983983	Q88K67	Q88K67_PSEPK
G18UU-19801-MONOMER	PP_2423	lpxOA	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase	AAN68035.1	24983982	Q88K68	Q88K68_PSEPK
G18UU-19800-MONOMER	PP_2422	PP_2422	conserved protein of unknown function	AAN68034.1	24983981	Q88K69	Q88K69_PSEPK
G18UU-19799-MONOMER	PP_2421	PP_2421	Acetyltransferase, GNAT family	AAN68033.1	24983980	Q88K70	Q88K70_PSEPK
G18UU-19797-MONOMER	PP_2420	PP_2420	Outer membrane ferric siderophore receptor	AAN68032.1	24983978	Q88K71	Q88K71_PSEPK
G18UU-19796-MONOMER	PP_2419	PP_2419	conserved membrane protein of unknown function DUF1624 family	AAN68031.2	1001555741	Q88K72	Q88K72_PSEPK
G18UU-19791-MONOMER	PP_2415	PP_2415	putative acetyltransferase, GNAT family	AAN68027.2	1001555740	Q88K76	Q88K76_PSEPK
G18UU-19790-MONOMER	PP_2414	PP_2414	conserved exported protein of unknown function	AAN68026.1	24983972	Q88K77	Q88K77_PSEPK
G18UU-19789-MONOMER	PP_2413	PP_2413	GGDEF family protein	AAN68025.1	24983971	Q88K78	Q88K78_PSEPK
G18UU-19788-MONOMER	PP_2412	PP_2412	ParA family protein	AAN68024.1	24983970	Q88K79	Q88K79_PSEPK
G18UU-19787-MONOMER	PP_2411	PP_2411	Major facilitator family transporter	AAN68023.1	24983968	Q88K80	Q88K80_PSEPK
G18UU-19785-MONOMER	PP_2409	czcB-II	cobalt-zinc-cadmium resistance protein	AAN68021.1	24983966	Q88K82	Q88K82_PSEPK
G18UU-19784-MONOMER	PP_2408	czcC-II	cobalt-zinc-cadmium resistance protein	AAN68020.1	24983965	Q88K83	Q88K83_PSEPK
G18UU-19783-MONOMER	PP_2407	aroQ-II	3-dehydroquinate dehydratase 2, type II	AAN68019.1	24983964	Q88K84	AROQ2_PSEPK
G18UU-19782-MONOMER	PP_2406	PP_2406	putative quinate/shikimate dehydrogenase	AAN68018.1	24983963	Q88K85	Q88K85_PSEPK
G18UU-19781-MONOMER	PP_2405	PP_2405	conserved exported protein of unknown function	AAN68017.1	24983962	Q88K86	Q88K86_PSEPK
G18UU-19780-MONOMER	PP_2404	PP_2404	conserved exported protein of unknown function	AAN68016.1	24983961	Q88K87	Q88K87_PSEPK
G18UU-19779-MONOMER	PP_2403	PP_2403	Chemotaxis protein CheY	AAN68015.1	24983960	Q88K88	Q88K88_PSEPK
G18UU-19778-MONOMER	PP_2402	PP_2402	putative Sensor histidine kinase	AAN68014.1	24983959	Q88K89	Q88K89_PSEPK
G18UU-19777-MONOMER	PP_2401	PP_2401	conserved membrane protein of unknown function	AAN68013.1	24983958	Q88K90	Q88K90_PSEPK
G18UU-19776-MONOMER	PP_2400	PP_2400	conserved protein of unknown function	AAN68012.1	24983957	Q88K91	Q88K91_PSEPK
G18UU-19775-MONOMER	PP_2399	PP_2399	conserved protein of unknown function	AAN68011.1	24983956	Q88K92	Q88K92_PSEPK
G18UU-19774-MONOMER	PP_2398	PP_2398	conserved protein of unknown function, UPF0276 family	AAN68010.1	24983955	Q88K93	Y2398_PSEPK
G18UU-19773-MONOMER	PP_2397	PP_2397	EF hand domain protein	AAN68009.1	24983953	Q88K94	Q88K94_PSEPK
G18UU-19772-MONOMER	PP_2396	PP_2396	conserved exported protein of unknown function	AAN68008.1	24983952	Q88K95	Q88K95_PSEPK
G18UU-19771-MONOMER	PP_2395	PP_2395	Leucine-rich repeat domain protein	AAN68007.1	24983951	Q88K96	Q88K96_PSEPK
G18UU-19770-MONOMER	PP_2394	PP_2394	Leucine-rich repeat domain protein	AAN68006.1	24983950	Q88K97	Q88K97_PSEPK
G18UU-19769-MONOMER	PP_2393	polB	DNA polymerase II	AAN68005.1	24983948	Q88K98	Q88K98_PSEPK
G18UU-19768-MONOMER	PP_2392	PP_2392	putative major facilitator family transporter	AAN68004.2	1001555739	Q88K99	Q88K99_PSEPK
G18UU-19767-MONOMER	PP_2390	PP_2390	Transcriptional regulator, LysR family	AAN68003.1	24983946	Q88KA0	Q88KA0_PSEPK
G18UU-19766-MONOMER	PP_2389	PP_2389	conserved protein of unknown function	AAN68002.1	24983945	Q88KA1	Q88KA1_PSEPK
G18UU-19765-MONOMER	PP_2388	PP_2388	Transporter, LysE family	AAN68001.1	24983944	Q88KA2	Q88KA2_PSEPK
G18UU-19764-MONOMER	PP_2387	PP_2387	conserved protein of unknown function	AAN68000.1	24983943	Q88KA3	Q88KA3_PSEPK
G18UU-19763-MONOMER	PP_2386	PP_2386	conserved protein of unknown function	AAN67999.1	24983942	Q88KA4	Q88KA4_PSEPK
G18UU-19761-MONOMER	PP_2384	PP_2384	conserved membrane protein of unknown function	AAN67997.1	24983940	Q88KA6	Q88KA6_PSEPK
G18UU-19760-MONOMER	PP_2383	PP_2383	Transcriptional regulator, AraC family	AAN67996.1	24983939	Q88KA7	Q88KA7_PSEPK
G18UU-19759-MONOMER	PP_2382	PP_2382	putative transporter	AAN67995.2	1001555738	Q88KA8	Q88KA8_PSEPK
G18UU-19758-MONOMER	PP_2381	PP_2381	conserved protein of unknown function	AAN67994.1	24983937	Q88KA9	Q88KA9_PSEPK
G18UU-19757-MONOMER	PP_2380	PP_2380	conserved exported protein of unknown function	AAN67993.1	24983936	Q88KB0	Q88KB0_PSEPK
G18UU-19756-MONOMER	PP_2379	PP_2379	putative cytochrome oxidase biogenesis protein	AAN67992.2	1001555737	Q88KB1	Q88KB1_PSEPK
G18UU-19755-MONOMER	PP_2378	nfuA	Fe/S biogenesis protein NfuA	AAN67991.1	24983933	Q88KB2	NFUA_PSEPK
G18UU-19754-MONOMER	PP_2377	PP_2377	putative acetyltransferase Act	AAN67990.2	1001555736	Q88KB3	Q88KB3_PSEPK
G18UU-19753-MONOMER	PP_2376	cti	Esterified fatty acid cis/trans isomerase	AAN67989.1	24983931	Q88KB4	Q88KB4_PSEPK
G18UU-19752-MONOMER	PP_2375	metH	cobalamin-dependent methionine synthase	AAN67988.1	24983930	Q88KB5	Q88KB5_PSEPK
G18UU-19751-MONOMER	PP_2374	PP_2374	conserved protein of unknown function	AAN67987.1	24983929	Q88KB6	Q88KB6_PSEPK
G18UU-19750-MONOMER	PP_2373	PP_2373	conserved protein of unknown function	AAN67986.1	24983928	Q88KB7	Q88KB7_PSEPK
G18UU-19749-MONOMER	PP_2372	PP_2372	putative Periplasmic sugar-binding protein	AAN67985.1	24983927	Q88KB8	Q88KB8_PSEPK
G18UU-19748-MONOMER	PP_2371	cysI	Sulphite reductase hemoprotein, beta subunit	AAN67984.1	24983925	Q88KB9	Q88KB9_PSEPK
G18UU-19747-MONOMER	PP_2370	PP_2370	conserved protein of unknown function	AAN67983.1	24983924	Q88KC0	Q88KC0_PSEPK
G18UU-19746-MONOMER	PP_2369	PP_2369	Leucine-rich repeat domain protein	AAN67982.1	24983923	Q88KC1	Q88KC1_PSEPK
G18UU-19745-MONOMER	PP_2368	dkgB	2,5-diketo-D-gluconate reductase	AAN67981.1	24983922	Q88KC2	Q88KC2_PSEPK
G18UU-19744-MONOMER	PP_2367	PP_2367	putative inner membrane transport protein	AAN67980.1	24983921	Q88KC3	Q88KC3_PSEPK
G18UU-19742-MONOMER	PP_2365	PP_2365	Transcriptional regulator, AraC family	AAN67978.1	24983919	Q88KC5	Q88KC5_PSEPK
G18UU-19741-MONOMER	PP_2364	PP_2364	conserved protein of unknown function	AAN67977.1	24983918	Q88KC6	Q88KC6_PSEPK
G18UU-19740-MONOMER	PP_2363	PP_2363	conserved protein of unknown function	AAN67976.1	24983916	Q88KC7	Q88KC7_PSEPK
G18UU-19739-MONOMER	PP_2362	PP_2362	putative usher protein	AAN67975.1	24983915	Q88KC8	Q88KC8_PSEPK
G18UU-19738-MONOMER	PP_2361	PP_2361	putative chaperone protein	AAN67974.1	24983914	Q88KC9	Q88KC9_PSEPK
G18UU-19737-MONOMER	PP_2360	PP_2360	putative type 1 pili subunit CsuA/B protein	AAN67973.1	24983913	Q88KD0	Q88KD0_PSEPK
G18UU-19736-MONOMER	PP_2359	PP_2359	putative Type 1 pili subunit CsuA/B protein	AAN67972.1	24983912	Q88KD1	Q88KD1_PSEPK
G18UU-19735-MONOMER	PP_2358	PP_2358	putative Type 1 pili subunit CsuA/B protein	AAN67971.1	24983911	Q88KD2	Q88KD2_PSEPK
G18UU-19734-MONOMER	PP_2357	PP_2357	putative Type 1 pili protein CsuB	AAN67970.1	24983910	Q88KD3	Q88KD3_PSEPK
G18UU-19733-MONOMER	PP_2356	PP_2356	putative Phytochrome family protein	AAN67969.1	24983909	Q88KD4	Q88KD4_PSEPK
G18UU-19732-MONOMER	PP_2355	PP_2355	Response regulator receiver protein	AAN67968.1	24983908	Q88KD5	Q88KD5_PSEPK
G18UU-19731-MONOMER	PP_2354	PP_2354	Sensory box histidine kinase/response regulator	AAN67967.1	24983907	Q88KD6	Q88KD6_PSEPK
G18UU-19729-MONOMER	PP_5520	PP_5520	conserved protein of unknown function	AMM02857.1	1001555735	A0A140FW74	A0A140FW74_PSEPK
G18UU-19728-MONOMER	PP_2352	PP_2352	conserved protein of unknown function	AAN67965.1	24983905	Q88KD8	Q88KD8_PSEPK
